MD,CALI,DEN_QI_EDIT,DT_QI_EDIT,GR,RT,IGR,VSH,porosity
11761.5,8.26873,2.194337,88.60002,38.77733,3.438887,0.107054091,0.026223507,0.30155731
11762,8.266495,2.210906,88,45.52416,3.43176,0.140946996,0.036142416,0.291867836
11762.5,8.266493,2.191477,88.39999,46.96413,3.329151,0.148180729,0.038373371,0.303229825
11763,8.270967,2.202568,88.59999,46.25202,3.222974,0.144603422,0.037264922,0.29674386
11763.5,8.273205,2.20138,88.59999,44.3891,3.153136,0.135244988,0.0344128,0.297438596
11764,8.266495,2.199687,88.45001,42.76544,3.165368,0.127088482,0.031982207,0.298428655
11764.5,8.26873,2.182932,88.29997,44.63938,3.214621,0.136502277,0.034792009,0.308226901
11765,8.264257,2.223721,87.84999,44.29837,3.313563,0.134789203,0.034275633,0.284373684
11765.5,8.26873,2.237677,87.29999,42.50765,3.505734,0.125793467,0.031600955,0.276212281
11766,8.266493,2.223391,87.04997,46.64511,3.41516,0.146578122,0.037875536,0.284566667
11766.5,8.264257,2.239496,86.90001,57.30474,3.42931,0.200127095,0.055669787,0.275148538
11767,8.270967,2.247748,86.45001,59.82191,3.551184,0.212772175,0.060240582,0.270322807
11767.5,8.266493,2.26491,86.19998,60.11674,3.533676,0.214253262,0.060785711,0.26028655
11768,8.273205,2.238905,86.3,62.85426,3.533331,0.228005277,0.065947382,0.275494152
11768.5,8.26873,2.253922,86.2,57.32574,3.674375,0.200232589,0.05570731,0.266712281
11769,8.264257,2.243172,86.54999,54.69289,3.750067,0.187006388,0.051081192,0.27299883
11769.5,8.266493,2.266008,85.7,54.32493,3.736761,0.18515793,0.050447066,0.259644444
11770,8.268433,2.258843,84.09999,56.31425,3.786475,0.195151339,0.053911459,0.263834503
11770.5,8.264257,2.239471,84,61.11402,4.005864,0.219263128,0.062645065,0.275163158
11771,8.28112,2.222529,83.29999,74.01221,3.80446,0.284057576,0.088974692,0.28507076
11771.5,8.266344,2.244344,85.30002,73.02895,3.733097,0.279118139,0.086809875,0.27231345
11772,8.266493,2.303952,85.35001,71.32851,3.509544,0.270575928,0.083130179,0.237454971
11772.5,8.266665,2.270913,84.49997,80.10448,3.713218,0.314662278,0.103016896,0.256776023
11773,8.266493,2.288535,84.74998,83.14427,3.895653,0.329932755,0.110446474,0.24647076
11773.5,8.284389,2.296687,84.7,88.78419,3.980152,0.358265064,0.125026018,0.241703509
11774,8.273205,2.295924,84.8,94.15619,4.13315,0.385251468,0.139933538,0.242149708
11774.5,8.322414,2.311755,85.99998,92.21266,4.322582,0.375488086,0.134420679,0.232891813
11775,8.358204,2.370521,83.7,93.51369,4.494689,0.38202385,0.138095779,0.198525731
11775.5,8.358204,2.419921,82,99.53235,5.516823,0.41225877,0.155922163,0.169636842
11776,8.360441,2.389888,82.25002,99.66689,6.056115,0.412934636,0.15633666,0.1872
11776.5,8.380571,2.435631,82.00002,94.11589,6.35569,0.38504902,0.139817819,0.160449708
11777,8.391756,2.460321,82.75,113.4528,6.051117,0.482188571,0.202854491,0.146011111
11777.5,8.385044,2.463945,84.29997,112.8948,5.235982,0.479385441,0.200806843,0.143891813
11778,8.391756,2.463266,84.09999,115.1455,5.061464,0.490691901,0.209156882,0.144288889
11778.5,8.452148,2.431058,83.89999,113.5573,5.177764,0.48271353,0.203239605,0.163123977
11779,8.481228,2.430862,82.95,107.7907,5.403931,0.453744841,0.182744375,0.163238596
11779.5,8.492413,2.462863,83.90001,107.6333,5.506539,0.452954137,0.182206025,0.144524561
11780,8.492413,2.421773,84.54999,107.1711,6.047236,0.450632262,0.180631472,0.168553801
11780.5,8.50807,2.442037,83.89999,107.6167,5.714149,0.452870747,0.182149312,0.156703509
11781,8.490175,2.449479,83.74998,105.5292,5.495023,0.442384127,0.175113305,0.152351462
11781.5,8.490175,2.458399,83.69997,102.4245,5.51051,0.426787573,0.164992633,0.147135088
11782,8.458858,2.483395,83.39999,108.1234,5.386776,0.455416169,0.183885896,0.132517544
11782.5,8.452148,2.39424,84.39999,108.5089,5.518951,0.45735274,0.185214713,0.184654971
11783,8.476755,2.372604,84.39999,105.9323,5.587624,0.444409112,0.176457269,0.197307602
11783.5,8.483465,2.340332,84.10001,106.3892,5.41718,0.446704363,0.177989069,0.216180117
11784,8.456623,2.335897,83.59999,105.4234,5.624265,0.441852638,0.174761716,0.218773684
11784.5,8.449913,2.336945,84.69998,105.237,5.500559,0.440916252,0.174143444,0.218160819
11785,8.398466,2.348461,86.85001,105.749,5.315592,0.443488299,0.175845269,0.211426316
11785.5,8.389519,2.414597,87.60001,100.2703,4.831296,0.415965884,0.158204532,0.172750292
11786,8.373861,2.434463,87.90001,101.6807,4.422818,0.423051071,0.162627519,0.161132749
11786.5,8.364914,2.451415,86.5,102.2805,4.281141,0.426064185,0.164532975,0.151219298
11787,8.358204,2.456582,83.54999,113.4887,4.417419,0.482368916,0.202986735,0.148197661
11787.5,8.358204,2.432534,82.49998,116.1235,4.402401,0.495604913,0.212861387,0.162260819
11788,8.358204,2.418363,84.14998,117.9391,4.716912,0.504725635,0.219863578,0.170547953
11788.5,8.358204,2.492617,84.79999,114.6733,4.573596,0.48831979,0.207384906,0.127124561
11789,8.333599,2.452135,84.55,112.127,4.623501,0.475528375,0.198013264,0.150798246
11789.5,8.300047,2.451142,84.29999,107.1629,4.770194,0.450591069,0.180603622,0.151378947
11790,8.385044,2.462205,83.39998,105.5124,4.750922,0.442299732,0.175057444,0.144909357
11790.5,8.391756,2.438421,82.59999,105.5051,4.762764,0.44226306,0.175033175,0.158818129
11791,8.389519,2.477364,83.95001,102.2394,5.258474,0.425857718,0.164401937,0.136044444
11791.5,8.391756,2.492251,83.90001,105.4811,5.069691,0.442142495,0.174953402,0.127338596
11792,8.382809,2.395648,84.30002,100.7559,5.418245,0.41840531,0.159718301,0.183831579
11792.5,8.340309,2.404405,85.30002,98.30273,5.096228,0.406081737,0.152167007,0.178710526
11793,8.288862,2.302107,85.39998,96.7354,4.791845,0.398208207,0.147465949,0.238533918
11793.5,8.284388,2.303413,84.95001,95.38524,4.607096,0.391425638,0.143491687,0.237770175
11794,8.295572,2.306284,86,101.7597,4.685174,0.42344793,0.162877647,0.236091228
11794.5,8.29781,2.320478,85.24998,102.0535,4.67193,0.424923843,0.163810105,0.227790643
11795,8.293337,2.345728,85.29999,92.59352,4.46698,0.377401348,0.135490148,0.213024561
11795.5,8.266493,2.347122,85.39999,100.8233,4.237063,0.418743896,0.159929157,0.212209357
11796,8.26873,2.426723,86.2,102.4429,4.342659,0.426880006,0.165051428,0.165659064
11796.5,8.284389,2.347548,86,102.8425,4.599811,0.428887409,0.166331758,0.211960234
11797,8.295572,2.381984,87.35001,103.2199,4.819403,0.430783289,0.167547026,0.191822222
11797.5,8.360441,2.436507,85.09998,104.4727,4.466446,0.437076768,0.171623801,0.159937427
11798,8.389519,2.406374,85.25002,103.6771,4.44247,0.433080047,0.169027195,0.177559064
11798.5,8.423071,2.436273,83.39999,104.0025,4.35803,0.434714704,0.17008599,0.160074269
11799,8.43873,2.430981,83.40001,107.4803,4.274374,0.452185537,0.181683769,0.163169006
11799.5,8.555042,2.447724,83.25,105.5043,4.679411,0.442259041,0.175030516,0.153377778
11800,8.579649,2.486871,83.2,107.9362,4.656091,0.454475764,0.183242995,0.130484795
11800.5,8.604254,2.465004,83.05,110.1456,4.616078,0.465574752,0.190930484,0.143272515
11801,8.722803,2.489585,83.3,107.976,4.732706,0.454675701,0.183379551,0.128897661
11801.5,8.783199,2.442501,83.90001,104.7637,4.648582,0.438538615,0.172580208,0.156432164
11802,8.832407,2.434007,85.24998,106.2657,4.996989,0.446083957,0.177574134,0.161399415
11802.5,8.861486,2.42264,87.29999,107.1185,5.042104,0.450368024,0.180452876,0.168046784
11803,8.776487,2.447217,88.55002,99.46085,4.94103,0.411899588,0.155702176,0.153674269
11803.5,8.765303,2.471991,84.60001,108.6002,4.733312,0.457811389,0.185530392,0.13918655
11804,8.798855,2.432114,83.2,107.2185,4.763951,0.450870377,0.180792516,0.162506433
11804.5,8.865959,2.472365,84.34996,105.9312,4.695026,0.444403586,0.176453592,0.138967836
11805,8.890564,2.43452,84.60001,104.7272,4.621405,0.438355256,0.172460049,0.161099415
11805.5,8.839119,2.397284,84.60002,105.1277,4.600576,0.44036718,0.173781596,0.182874854
11806,8.769777,2.489094,84.60001,106.635,4.660178,0.447939147,0.178816875,0.129184795
11806.5,8.763065,2.510152,83.7,106.6024,4.502306,0.44777538,0.178706934,0.116870175
11807,8.798855,2.461546,83.45001,105.3392,4.574838,0.441429657,0.174482248,0.145294737
11807.5,8.586359,2.423935,83.99997,105.2803,4.91741,0.441133771,0.174286934,0.167289474
11808,8.604551,2.391227,84.14998,105.478,5.143572,0.442126923,0.1749431,0.186416959
11808.5,8.640043,2.414039,83.69998,100.8886,5.089561,0.419071933,0.160133619,0.173076608
11809,8.640043,2.41351,85.5,101.9332,4.637425,0.424319513,0.163427872,0.173385965
11809.5,8.579649,2.39069,87.3,104.2046,4.429242,0.435729959,0.170745826,0.186730994
11810,8.581886,2.371735,84.44998,106.1196,4.268491,0.445350019,0.17708412,0.197815789
11810.5,8.584122,2.411723,87.84999,105.9728,4.127679,0.444612565,0.176592685,0.174430994
11811,8.579649,2.400084,88.99998,107.9868,3.938534,0.454729955,0.183416618,0.181237427
11811.5,8.584122,2.46202,89.20001,108.3569,4.073805,0.456589164,0.184689982,0.145017544
11812,8.577412,2.471233,89.30002,106.9458,4.243585,0.44950046,0.179867347,0.139629825
11812.5,8.588596,2.411598,89.45001,105.604,4.303995,0.442759887,0.175362167,0.174504094
11813,8.660173,2.488908,89.05002,106.7098,4.232467,0.448314907,0.179069307,0.129293567
11813.5,8.689251,2.496341,87,108.423,4.329889,0.456921219,0.184918045,0.124946784
11814,8.751883,2.479697,83.7,108.4186,4.207298,0.456899115,0.184902857,0.134680117
11814.5,8.821224,2.499485,86.7,103.8804,4.25887,0.434101331,0.169688177,0.123108187
11815,8.892801,2.488362,87.54999,107.5784,4.542346,0.452678345,0.182018509,0.129612865
11815.5,8.890564,2.560927,87.59998,107.5996,4.541028,0.452784844,0.182090903,0.087177193
11816,8.890564,2.549444,87.69998,107.6655,4.414117,0.453115895,0.182316068,0.093892398
11816.5,8.939774,2.552206,87.00002,110.3483,4.033932,0.466593022,0.191646788,0.092277193
11817,8.986748,2.501481,85.99998,106.724,3.7409,0.448386241,0.179117256,0.121940936
11817.5,8.948723,2.508718,86.19998,114.8621,3.682677,0.489268232,0.208092103,0.117708772
11818,8.946484,2.4947,86.40002,105.4577,3.682842,0.442024945,0.174875647,0.125906433
11818.5,8.955282,2.465663,85.85002,108.702,3.617243,0.458322784,0.185882813,0.142887135
11819,9.042669,2.501823,85.24998,112.1825,3.567556,0.475807181,0.198214271,0.121740936
11819.5,8.965721,2.497932,85.60001,107.8134,3.549024,0.453858875,0.182822105,0.124016374
11820,8.942011,2.505913,85.49998,102.7068,3.458346,0.428205716,0.165896232,0.119349123
11820.5,8.908459,2.503289,85.49997,100.1084,3.628724,0.415152575,0.15770194,0.120883626
11821,8.890564,2.562236,86.09998,98.58795,3.82032,0.407514548,0.153032753,0.086411696
11821.5,8.888329,2.527952,85.89999,110.5975,3.652247,0.467844885,0.192529982,0.106460819
11822,8.899511,2.470797,85.8,107.2886,3.600676,0.451222526,0.181030865,0.139884795
11822.5,8.895039,2.574907,84.65001,113.9135,3.57825,0.484502912,0.204556214,0.079001754
11823,8.878038,2.544564,84.70001,114.8055,3.795839,0.488983901,0.207879913,0.096746199
11823.5,8.832407,2.500673,86.40002,118.0093,3.700825,0.505078287,0.22013762,0.12241345
11824,8.935301,2.495646,86.54999,117.5659,3.706684,0.502850853,0.21841086,0.125353216
11824.5,8.930826,2.501512,86.8,117.0555,3.556571,0.500286844,0.216435353,0.121922807
11825,8.988688,2.478075,87.5,113.6781,3.483072,0.483320373,0.203685437,0.135628655
11825.5,9.01165,2.480216,87.7,114.3369,3.451014,0.486629874,0.206129091,0.134376608
11826,8.959906,2.444453,87.60001,110.4594,3.323221,0.467151136,0.19204019,0.155290643
11826.5,8.955433,2.480495,87.89998,113.1402,3.350742,0.480618216,0.201705554,0.13421345
11827,8.957371,2.557878,88.75002,111.6472,3.28525,0.473118085,0.196281528,0.088960234
11827.5,8.948723,2.532166,88.84999,112.4362,3.104516,0.47708165,0.199134941,0.103996491
11828,8.890564,2.550138,89.19998,109.5081,3.063461,0.462372252,0.188689832,0.09348655
11828.5,8.903986,2.521683,89.10001,112.9954,3.081436,0.479890809,0.20117492,0.110126901
11829,8.933064,2.511054,89.5,107.7193,3.016378,0.453386161,0.182500032,0.11634269
11829.5,8.965721,2.502404,89.60002,109.6015,2.94858,0.462841449,0.18901696,0.12140117
11830,8.995695,2.507899,89.60002,114.9727,3.061962,0.489823835,0.208507182,0.118187719
11830.5,8.937538,2.54414,89.7,116.9361,2.995032,0.499687034,0.215975086,0.096994152
11831,8.869688,2.526586,89.45001,118.7765,3.095797,0.508932339,0.223148772,0.107259649
11831.5,8.948723,2.488177,89.29999,117.5927,2.987546,0.502985484,0.218514949,0.129721053
11832,8.921879,2.520126,87.99998,113.6916,3.07799,0.48338819,0.203735304,0.111037427
11832.5,8.921879,2.559792,88.59998,110.6918,3.021325,0.468318604,0.192864933,0.087840936
11833,8.930826,2.523503,90.15001,110.5113,3.10297,0.467411857,0.192224159,0.109062573
11833.5,8.982422,2.536284,89.94998,108.3005,2.980567,0.456305837,0.18449554,0.101588304
11834,8.997932,2.553552,89.89998,104.8343,2.876423,0.438893276,0.172812784,0.091490058
11834.5,8.986748,2.532428,89.54999,106.3003,2.941912,0.446257771,0.177690317,0.103843275
11835,8.957371,2.538443,89.49998,103.1636,2.917244,0.430500464,0.167365358,0.100325731
11835.5,8.959906,2.537696,89.49998,111.2288,2.876051,0.47101624,0.194780116,0.100762573
11836,8.98451,2.542618,89.49998,110.8791,2.947515,0.469259512,0.193531424,0.097884211
11836.5,9.00688,2.542912,89.49998,110.5291,3.012798,0.467501276,0.192287282,0.097712281
11837,9.080545,2.523801,89.8,109.2735,2.980191,0.461193731,0.187869893,0.108888304
11837.5,9.118721,2.474606,89.49998,112.9809,2.923782,0.479817967,0.201121838,0.13765731
11838,9.109774,2.518789,91.75,111.9271,2.943782,0.474524171,0.197290467,0.111819298
11838.5,9.112009,2.485966,90.59999,112.8534,2.934879,0.479177467,0.200655506,0.131014035
11839,9.112009,2.539076,90.90001,111.681,2.827247,0.47328788,0.196403172,0.099955556
11839.5,9.153614,2.511702,90.7,111.2632,2.780091,0.47118905,0.194903254,0.115963743
11840,9.143326,2.562019,90.7,111.9755,2.818618,0.47476731,0.1974653,0.086538596
11840.5,9.125431,2.532232,90.14999,108.5378,2.794519,0.45749792,0.185314598,0.103957895
11841,9.107685,2.522883,90.59998,110.8714,2.755795,0.46922083,0.193503993,0.109425146
11841.5,9.109774,2.539886,90.5,111.1237,2.836161,0.470488267,0.194404238,0.099481871
11842,9.109774,2.51106,90.5,110.1444,2.821182,0.465568724,0.190926249,0.116339181
11842.5,9.109774,2.549792,90.50002,113.145,2.59382,0.480642329,0.201723162,0.093688889
11843,9.109774,2.536091,90.59999,113.6065,2.870343,0.482960688,0.203421102,0.10170117
11843.5,9.109774,2.501065,90.80002,111.7791,2.974941,0.473780689,0.196756527,0.122184211
11844,9.076221,2.524029,89.89999,99.55882,3.016107,0.412391743,0.156003657,0.108754971
11844.5,8.97109,2.532963,88.54999,105.7755,3.121258,0.443621423,0.175933657,0.103530409
11845,8.892653,2.519618,89.09999,105.0572,3.001915,0.440013021,0.17354847,0.111334503
11845.5,8.890564,2.525964,88.2,103.6394,3.122517,0.43289066,0.168904812,0.107623392
11846,8.881618,2.426213,88.2,102.9108,3.012337,0.429230516,0.166551253,0.16595731
11846.5,8.961546,2.516216,88.14999,105.6098,2.928437,0.442789024,0.175381474,0.113323977
11847,8.9778,2.54859,88.14996,107.9585,3.030103,0.454587789,0.183319499,0.094391813
11847.5,9.000168,2.530756,88.3,111.0226,2.942147,0.469980388,0.194043146,0.104821053
11848,9.005388,2.49492,87.84998,109.0322,3.129655,0.459981554,0.187029119,0.125777778
11848.5,8.962143,2.50023,88.19998,109.8175,3.194438,0.463926532,0.189774997,0.122672515
11849,8.937538,2.499791,87.49997,108.9419,3.371535,0.459527929,0.186715153,0.12292924
11849.5,8.890564,2.495811,88.39998,109.5603,3.339825,0.46263448,0.188872611,0.125256725
11850,8.899511,2.495207,88.35001,108.4565,3.434783,0.457089507,0.185033703,0.125609942
11850.5,8.890564,2.529148,88.59999,106.7774,3.363453,0.448654498,0.17929765,0.105761404
11851,8.883854,2.469696,88.5,105.78,3.327623,0.443644029,0.17594867,0.140528655
11851.5,8.845829,2.522004,88.29997,107.8012,3.259892,0.453797588,0.182780326,0.109939181
11852,8.886389,2.565081,90.59998,112.9512,3.17119,0.479668769,0.201013141,0.084747953
11852.5,8.892801,2.568137,89.95001,109.2287,3.112698,0.460968677,0.187713596,0.082960819
11853,8.883854,2.501535,87.75003,109.7728,3.068316,0.46370198,0.189617952,0.121909357
11853.5,8.886091,2.56668,87.00002,110.2385,3.104672,0.466041438,0.191258543,0.083812865
11854,8.890564,2.567872,85.3,108.8676,3.146326,0.459154681,0.186457092,0.083115789
11854.5,8.886091,2.567603,84.59999,112.7984,3.597267,0.478901173,0.20045458,0.083273099
11855,8.892801,2.550256,85.04997,103.359,4.301194,0.431482062,0.167996435,0.093417544
11855.5,8.896828,2.512944,85.05,103.7074,4.447099,0.43323226,0.169125598,0.115237427
11856,8.890564,2.474697,82.69998,103.7161,4.555708,0.433275965,0.16915386,0.137604094
11856.5,8.892653,2.472655,83.25,106.3307,4.624457,0.446410487,0.177792439,0.138798246
11857,8.892801,2.397595,82.89999,106.0113,4.591485,0.444805971,0.17672148,0.182692982
11857.5,8.883854,2.566497,82.84999,102.5,4.639456,0.42716685,0.165233975,0.083919883
11858,8.815409,2.568552,84.29999,100.7957,4.628879,0.418605247,0.15984279,0.082718129
11858.5,9.0203,2.517,85.20001,103.791,4.342506,0.433652227,0.169397301,0.112865497
11859,8.96438,2.501056,86.2,102.7915,3.567036,0.428631209,0.166167985,0.122189474
11859.5,8.861486,2.498153,87.8,104.2444,3.548267,0.435929896,0.170875972,0.123887135
11860,8.819584,2.520772,87.8,108.8793,3.594562,0.459213456,0.186497713,0.110659649
11860.5,8.758593,2.512681,87.25,105.3761,3.617941,0.441615025,0.174604685,0.115391228
11861,8.733988,2.524681,85.90001,103.3535,3.50454,0.431454433,0.16797865,0.108373684
11861.5,8.733988,2.514708,83.99997,101.6931,3.303399,0.423113363,0.162666763,0.114205848
11862,8.733988,2.497529,83.49998,103.3188,3.702862,0.431280116,0.167866472,0.124252047
11862.5,8.733988,2.496469,83.99997,101.1418,4.033661,0.420343891,0.160928045,0.12487193
11863,8.733988,2.546641,83.74998,102.8136,3.994248,0.428742229,0.16623894,0.095531579
11863.5,8.733988,2.517437,84.79997,106.174,3.555551,0.4456233,0.177266468,0.112609942
11864,8.709383,2.498877,86.09996,107.6209,3.497635,0.452891845,0.18216366,0.123463743
11864.5,8.671356,2.502007,86.89999,108.1608,3.480233,0.455604049,0.184014525,0.121633333
11865,8.624384,2.49764,86.64999,107.0371,3.464765,0.449959108,0.180176732,0.124187135
11865.5,8.667183,2.524058,86.80002,106.9205,3.440942,0.449373365,0.179781678,0.108738012
11866,8.671356,2.593798,86.49998,105.8833,3.590391,0.444162959,0.176293527,0.067954386
11866.5,8.640043,2.412429,85.7,106.3561,3.600791,0.446538084,0.177877795,0.174018129
11867,8.660921,2.419232,85.59998,103.7251,3.836295,0.433321176,0.1691831,0.170039766
11867.5,8.615438,2.472515,84.49998,107.065,3.799852,0.450099265,0.180271348,0.138880117
11868,8.584122,2.509074,86.30002,103.2109,3.735929,0.430738077,0.167517976,0.117500585
11868.5,8.577412,2.510787,87.29997,102.4569,3.701393,0.426950335,0.165096173,0.11649883
11869,8.561754,2.572677,87.14999,104.5262,3.684211,0.437345526,0.171799366,0.080305848
11869.5,8.537745,2.524156,87.29999,103.5149,3.667982,0.43226523,0.16850108,0.108680702
11870,8.52149,2.481872,87.14999,100.9014,3.613095,0.419136234,0.160173717,0.133408187
11870.5,8.528202,2.509642,87.49998,102.4289,3.553397,0.426809677,0.165006691,0.117168421
11871,8.529394,2.538229,89.75002,100.3013,3.452047,0.416121614,0.158300886,0.100450877
11871.5,8.552807,2.527153,90,102.1469,3.405038,0.425393041,0.164107276,0.10692807
11872,8.423073,2.496481,88.79999,98.76213,3.26268,0.408389547,0.15356302,0.124864912
11872.5,8.418749,2.442609,87.64998,103.31,3.241497,0.431235909,0.167838032,0.156369006
11873,8.45215,2.447914,87.79999,104.8634,3.409256,0.439039461,0.172908709,0.153266667
11873.5,8.454237,2.506663,87.45,103.8035,3.587455,0.433715021,0.169437951,0.118910526
11874,8.461098,2.489859,87.7,101.1586,3.71005,0.420428286,0.160980847,0.128737427
11874.5,8.427546,2.490676,87.45,100.4106,3.813444,0.416670685,0.158640919,0.128259649
11875,8.358204,2.501614,86.7,99.96747,3.797375,0.414444609,0.157265298,0.121863158
11875.5,8.331064,2.507252,85.89998,100.73,3.822707,0.418275201,0.159637323,0.118566082
11876,8.393991,2.504596,83.59999,102.418,3.83565,0.42675492,0.164971866,0.120119298
11876.5,8.389519,2.513043,82.10001,100.4712,3.69755,0.416975111,0.158829652,0.115179532
11877,8.387432,2.543748,81.74997,104.0945,4.038921,0.435176868,0.170386147,0.097223392
11877.5,8.387281,2.514859,81.79999,103.8924,5.542117,0.434161613,0.169727247,0.114117544
11878,8.306757,2.418964,81.79999,102.4725,10.14951,0.427028702,0.165146042,0.170196491
11878.5,8.293486,2.378453,81.89999,99.82707,28.04679,0.413739305,0.156831086,0.193887135
11879,8.284389,2.409527,86.79999,93.77614,60.67891,0.383342275,0.138844634,0.175715205
11879.5,8.264257,2.393181,91.2,92.65042,65.19563,0.377687187,0.135650377,0.185274269
11880,8.264257,2.297678,90.60002,85.52571,66.17909,0.341895991,0.116473681,0.241123977
11880.5,8.264257,2.223166,89.99998,87.32631,67.39698,0.350941359,0.121155194,0.284698246
11881,8.264257,2.168377,90.20001,88.06075,67.83053,0.354630841,0.123096121,0.316738596
11881.5,8.264257,2.207515,90.10001,89.28282,67.5535,0.360769946,0.126366707,0.293850877
11882,8.264257,2.219214,90.00002,94.04353,69.42902,0.384685517,0.139610193,0.287009357
11882.5,8.264257,2.216607,90,95.41139,78.17454,0.391557003,0.143568006,0.288533918
11883,8.264257,2.209028,90.39998,99.58888,97.97679,0.41254275,0.156096236,0.292966082
11883.5,8.264257,2.203929,90.45,80.66704,102.4968,0.317488315,0.104370004,0.295947953
11884,8.264257,2.195408,90.2,70.50328,82.13087,0.26643036,0.081373254,0.300930994
11884.5,8.264257,2.212311,89.74998,66.93739,79.21815,0.248517004,0.073992556,0.291046199
11885,8.264257,2.183275,89.59999,60.91619,78.92735,0.218269324,0.062274324,0.308026316
11885.5,8.264257,2.178952,89.39999,60.7283,77.17039,0.217325452,0.061923084,0.310554386
11886,8.264257,2.176468,89.5,61.17285,73.5293,0.219558663,0.062755497,0.312007018
11886.5,8.264257,2.201485,89.69997,62.68686,76.25832,0.227164338,0.065626492,0.297377193
11887,8.264257,2.208515,90.60001,62.08519,78.54779,0.22414183,0.064478844,0.293266082
11887.5,8.264257,2.203482,90.69998,61.38779,78.85803,0.22063842,0.063159682,0.296209357
11888,8.264257,2.18712,91.79999,66.63951,79.06958,0.247020594,0.073391211,0.305777778
11888.5,8.264257,2.192273,92.09999,66.44858,86.02328,0.246061452,0.073006984,0.302764327
11889,8.264257,2.186703,91.94998,66.64818,91.7259,0.247064148,0.073408681,0.306021637
11889.5,8.264257,2.147594,92.04999,68.91887,86.52755,0.258471028,0.078051941,0.328892398
11890,8.264257,2.164535,92.59999,71.85025,82.08586,0.273196904,0.084250646,0.31898538
11890.5,8.264257,2.144379,92.45,63.04196,76.37297,0.228948193,0.066308009,0.330772515
11891,8.264257,2.155065,92.60001,60.15634,75.61976,0.214452194,0.060859088,0.324523392
11891.5,8.264257,2.159564,94.39999,57.93037,75.20906,0.203269967,0.056792031,0.321892398
11892,8.264257,2.18058,95.04999,58.02269,74.93529,0.203733739,0.0569584,0.309602339
11892.5,8.264257,2.172348,95.49998,55.36131,74.69842,0.190364216,0.052240836,0.314416374
11893,8.264257,2.146685,95.45,55.80658,70.70509,0.192601043,0.053018897,0.329423977
11893.5,8.264257,2.15305,96,59.10121,56.54858,0.209151717,0.058916722,0.325701754
11894,8.26873,2.154607,97.2,55.8771,41.12762,0.192955303,0.053142533,0.324791228
11894.5,8.264257,2.141277,94.89999,56.176,37.11112,0.194456836,0.053667815,0.33258655
11895,8.264257,2.142685,90.49998,56.5026,36.73077,0.196097521,0.054244094,0.331763158
11895.5,8.264257,2.174425,90.64998,55.71135,36.67657,0.192122653,0.052852118,0.313201754
11896,8.264257,2.174116,90.7,55.81997,36.79997,0.192668308,0.053042364,0.313382456
11896.5,8.264257,2.236581,90.75,55.37742,36.64699,0.190445145,0.052268909,0.276853216
11897,8.264257,2.22753,91.19997,56.31084,39.23206,0.195134209,0.053905444,0.282146199
11897.5,8.264257,2.240991,92.49998,55.11473,54.87907,0.189125514,0.051811881,0.274274269
11898,8.264257,2.232343,93.69998,54.99533,104.0876,0.188525704,0.051604659,0.279331579
11898.5,8.264257,2.224387,93.89999,60.27124,155.0238,0.215029398,0.061072203,0.283984211
11899,8.264257,2.196306,93.94997,59.48073,176.5669,0.211058247,0.059612333,0.300405848
11899.5,8.264257,2.152536,93.95,58.76445,183.7807,0.207459993,0.058302326,0.326002339
11900,8.239653,2.168295,93.79997,53.56127,185.791,0.181321661,0.049140562,0.31678655
11900.5,8.232943,2.185239,93.79997,56.59964,187.7861,0.196585004,0.054415787,0.306877778
11901,8.232943,2.171383,93.79997,58.15542,201.5093,0.204400512,0.057197939,0.314980702
11901.5,8.232943,2.163061,93.34999,56.10261,174.5455,0.194088159,0.053538653,0.319847368
11902,8.232943,2.155099,93.29999,55.65258,69.38987,0.19182742,0.052749294,0.324503509
11902.5,8.232943,2.156202,92.99998,53.78971,46.92091,0.182469236,0.049530041,0.32385848
11903,8.228767,2.152198,91.8,55.9995,43.78422,0.193570183,0.053357393,0.3262
11903.5,8.232943,2.154072,90.99998,50.30797,41.97657,0.16497861,0.043716474,0.325104094
11904,8.232943,2.169778,89.64999,49.29635,42.39563,0.159896706,0.042075659,0.315919298
11904.5,8.232943,2.214457,88.85001,53.46817,45.35601,0.18085397,0.04898216,0.289791228
11905,8.232943,2.194149,88,72.87015,46.33754,0.278320403,0.086462814,0.301667251
11905.5,8.228767,2.256712,87.89998,94.72928,46.75189,0.388130403,0.141585647,0.265080702
11906,8.237415,2.291801,87.09999,93.53848,46.12453,0.382148383,0.138166405,0.244560819
11906.5,8.31794,2.317005,86.55,91.31305,60.96798,0.370968868,0.131915279,0.229821637
11907,8.283047,2.302333,85.49998,77.7222,91.7833,0.302694823,0.097394341,0.238401754
11907.5,8.24189,2.252207,84.19998,54.10857,112.2005,0.184071039,0.050075601,0.267715205
11908,8.232943,2.26041,75.74998,51.93659,117.441,0.173160032,0.046403385,0.262918129
11908.5,8.232943,2.276812,63.60001,49.61571,171.3663,0.161501021,0.042591343,0.253326316
11909,8.232943,2.385638,66.35001,39.07648,206.2225,0.10855688,0.026645279,0.18968538
11909.5,8.235029,2.586174,70.99998,37.57683,268.1861,0.101023343,0.024547174,0.072412865
11910,8.232943,2.54367,72.09999,37.01666,432.4048,0.098209312,0.023773801,0.097269006
11910.5,8.232943,2.385735,75.79999,28.06273,534.3231,0.053228975,0.01214043,0.189628655
